,text,retweetCount
4684,"(Worthless notes) Laid down to form a pathway, it’d be long enough to reach the moon and back five times. . #demonetization",5
4685,RT @anuragbhateja: @minimathur  #Demonetization is just like those days when teacher was unable to spot the culprit and punished whole clas…,1
4686,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4687,"Good thing of #Demonetization: Going bck to Eco Books, Finding Friedman Formula, Verifying No. crunching [done by someone;)] to estimate GDP",0
4688,The #Demonetization drive has revealed some interesting facts about women and their money https://t.co/KiO8zKqkmu,0
4689,#Demonetization roundup..https://t.co/4D8Ui0O7ho,0
4690,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
4691,RT @iamShivaNaidu: #<U+0930><U+094B><U+0924><U+0921><U+0942>_<U+092E><U+094B><U+0926><U+0940>  : Aam Aadmi  (#AAP) is stressful and nation fooling in name of #Demonetization ! #iStillStandWithModi,2
4692,"RT @1Patelzuber: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/Uc6jrbvUNE 
https:…",24
4693,RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq,1158
4694,"Larry Summers, a proponent of #demonetization for US currency, takes a very dim view of the process in India:
https://t.co/T7pGlb14cW",0
4695,"RT @mohitthatte: Please stop with the ""X died due to demonetization"" posts. Correlation does not imply causation. #demonetization",5
4696,"Hospital refuses Union Minister Sadanand Gowda his brother's body, asks for new notes https://t.co/AT55OzRDFd #Demonetization",0
4697,"RT @jairajp: There goes another claimed benefit of #Demonetization – after Terrorists ensuring their supplies, now the Fakes too… https://t…",3
4698,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4699,Netas who have been caught napping are thise who are making these noises..united my foot!!! Nothing but sheer opportunists #Demonetization,0
4700,"RT @mohitthatte: Please stop with the ""X died due to demonetization"" posts. Correlation does not imply causation. #demonetization",5
4701,"Very frustrated, disappointed lady. Fed up of Modi &amp; his #demonetization 
<U+2B07><U+2B07>

https://t.co/BTep43tvrE",2
4702,"RT @CHIRU_NEWS: All other celebrities who spoke on #demonetization till now did for their selfushness.
Only Pawan Kalyan spoke for the peop…",101
4703,Soldier also beheaded yesterday at border.. So? Can't you give children's life for Country? #BhakthLogic… https://t.co/LNSUiiIdDQ,0
4704,RT @kanimozhi: India will get windfall profit of whooping 4 Lakh crores in 30 days due to #demonetization Why people like AK Pappu &amp; Mamata…,105
4705,RT @jairajp: …and modi ji’s Finance Minister Jaitley Lies to the Core to Justify #DeMonetization… https://t.co/gs7yLt0aws,6
4706,#Demonetization..Optimists and Pessimists..Please watch this video..https://t.co/EWhjPe08dL,0
4707,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
4708,RT @jairajp: …and modi ji’s Finance Minister Jaitley Lies to the Core to Justify #DeMonetization… https://t.co/gs7yLt0aws,6
4709,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4710,"""[Data] Social Media reactions to #Demonetization"" #digitalmarketing  #feedly https://t.co/nHI7u60XuF",0
4711,RT @DDSez: Another bad thing abt #demonetization : ppl with legit but large amount of cash at home wr frightened that they wr doing sumthng…,1
4712,RT @RJSudeshBhat: #demonetization Did this using a @KicchaSudeep and @TheParulYadav song :) Take a look :) https://t.co/UROvCy21T4,60
4713,RT @jairajp: So this #DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…,25
4714,"RT @mohitthatte: Please stop with the ""X died due to demonetization"" posts. Correlation does not imply causation. #demonetization",5
4715,"@vaidehisachin See below &amp; check others too like Bhupendra Choubay met people in Banaras, Amethi &amp; RaeBareli, all s… https://t.co/Xj3hfGQO9Q",0
4716,"RT @Tanim0104: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/UQeOf6ylMi 
https://…",7
4717,#<U+0930><U+094B><U+0924><U+0921><U+0942>_<U+092E><U+094B><U+0926><U+0940>  : Aam Aadmi  (#AAP) is stressful and nation fooling in name of #Demonetization ! #iStillStandWithModi,2
4718,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4719,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4720,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4721,RT @SGGeet: Honest ppl r not suffering cos of #demonetization .. Thy r suffering cos of poor fund circulation.,3
4722,It is surprising when #C_Voter stand for #demonetization the leaders they voted for stand against it. Doesn't nullify overall voting system?,0
4723,RT @BSLMF: Our #Equity Chief Mahesh Patil spoke to @_prashantnair on #Demonetization on @CNBCTV18Live today https://t.co/Q48pBepg1p  #Marke…,7
4724,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
4725,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
4726,"Though #demonetization pains, people have accepted it, so no dharnas or strikes.Then for what, Opposition is stalling the sessions???",0
4727,RT @pragya_bhushan: #Demonetization of high value currency is just beginning of government’s deep and continuous struggle against black mon…,14
4728,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
4729,"Another bad thing abt #demonetization : ppl with legit but large amount of cash at home wr frightened that they wr doing sumthng illegal
1/",1
4730,RT @nktpnd: This is one of the better reasoned articles on #demonetization in India: Are the poor really suffering? https://t.co/KIyQJRCkL4…,2
4731,"RT @DaaruBaazMehta: Dy CM @msisodia  detaiend at Parliament Street Police station as they march to Parliament against #Demonetization

#not…",59
4732,"RT @jairajp: If #Demonetization had happened in UPA Govt &amp; anything like this happened, Sanghis would’ve Accused Congress of Funding Terror…",3
4733,"@Nk3010Neha Way this #demonetization failing miserably, 80 people dead. 
Whose responsibility <U+2753>",0
4734,RT @prasanto: In which Calvin &amp; Hobbes plan #Demonetization https://t.co/CyyVY7FDcI,7
4735,95% sacrificing to cleanse 5%. Benefits of #Demonetization should reach the common man in same ratio,1
4736,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4737,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4738,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4739,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4740,RT @prasanto: In which Calvin &amp; Hobbes plan #Demonetization https://t.co/CyyVY7FDcI,7
4741,"#Demonetization drained the swamp of paid protests in #Kashmir, so now fifth column media mavens like @seemamustafa… https://t.co/n87m1pdPib",0
4742,RT @MinIT_Telangana: Telangana govt's innovative solution to help farmers affected due to #Demonetization: https://t.co/NVv7slCcpr,42
4743,RT @nktpnd: This is one of the better reasoned articles on #demonetization in India: Are the poor really suffering? https://t.co/KIyQJRCkL4…,2
4744,This is one of the better reasoned articles on #demonetization in India: Are the poor really suffering?… https://t.co/sOix4kDMsM,2
4745,@minimathur  #Demonetization is just like those days when teacher was unable to spot the culprit and punished whole class.,1
4746,RT @jairajp: …and modi ji’s Finance Minister Jaitley Lies to the Core to Justify #DeMonetization… https://t.co/gs7yLt0aws,6
4747,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
4748,RT @anilkohli54: going by the reaction which party seems to have suffered max loss due to #demonetization,14
4749,"RT @BJP_RSS: Everyone should read <ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
Major benefits of #Demonetization that you don't see in media coverage. 
#ModiFightsCorruption #Bla…",166
4750,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4751,"RT @1Patelzuber: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/Uc6jrbvUNE 
https:…",24
4752,RT @JanLokPaal: Goes another @narendramodi claimed benefit of #Demonetization after Terrorists ensuring their supplies now Fakes too https:…,3
4753,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4754,Goes another @narendramodi claimed benefit of #Demonetization after Terrorists ensuring their supplies now Fakes too https://t.co/6hMpRXcR6M,3
4755,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4756,RT @pragya_bhushan: #Demonetization of high value currency is just beginning of government’s deep and continuous struggle against black mon…,14
4757,RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq,1158
4758,Currency Crises Management – Some Ideas https://t.co/RYCEYlXuJy #TGI #femarbi #blackmoney #demonetization,0
4759,"RT @jairajp: There goes another claimed benefit of #Demonetization – after Terrorists ensuring their supplies, now the Fakes too… https://t…",3
4760,"@sgurumurthy poor always suffer, irrespective of #demonetization..",0
4761,RT @pragya_bhushan: #Demonetization of high value currency is just beginning of government’s deep and continuous struggle against black mon…,14
4762,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
4763,"There goes another claimed benefit of #Demonetization – after Terrorists ensuring their supplies, now the Fakes too… https://t.co/ELvyoTkXh0",3
4764,RT @jairajp: …and modi ji’s Finance Minister Jaitley Lies to the Core to Justify #DeMonetization… https://t.co/gs7yLt0aws,6
4765,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4766,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
4767,@ShashiTharoor Mr. Tharoor. You may have your own reasons to oppose #Demonetization but such language from a person like you?,0
4768,@minimathur It is a fact that people are facing problem and may be this #demonetization will only bring 4%-10% of the black money out. 2/n,0
4769,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4770,"Please stop with the ""X died due to demonetization"" posts. Correlation does not imply causation. #demonetization",5
4771,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4772,"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",44
4773,RT @ashwinmushran: Excellent piece by @AnuvabPal for those who like to look at the whole #demonetization issue in a balanced way https://t.…,20
4774,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4775,RT @CMOMaharashtra: .@ArshadWarsi thanks Hon PM @narendramodi for the decision on #demonetization and #BlackMoney https://t.co/9AwGwJAc5w,381
4776,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4777,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4778,bA K Bhattacharyab Its the politics stupid https://t.co/er71zf62Ia #Demonetization,0
4779,"Abhishek Lodha, MD, #LodhaGroup shares his views on the impact of #demonetization on #realestate via @CNBCTV18News https://t.co/525r1e6tEC",0
4780,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4781,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4782,"RT @aruproytweets: Our top story today. Ministers, bureaucrats admit to glaring lack of cohesive planning #Demonetization https://t.co/Qsxc…",23
